code,title,sense,original,max_similarity,avg_similarity
15-1212,orthoptist,orthoptist.n.01,orthoptist,2.5606313344956443e-06,7.248752859986462e-07
15-1212,orthopaedist,orthopedist.n.01,orthopaedist,3.9093941922896505e-05,1.255923406984844e-05
15-1212,orthopedist,orthopedist.n.01,orthopedist,0.00010725430351095952,2.2752209360178877e-05
15-1212,ophthalmologist,ophthalmologist.n.01,ophthalmologist,2.454323602953389e-06,1.1662152237643905e-06
15-1212,radiographer,radiographer.n.01,radiographer,0.0015081567833787144,0.0003296457911054428
15-1212,eye doctor,ophthalmologist.n.01,eye_doctor,0.002132153129360395,0.0003540258501000205
15-1212,information security analyst,information.n.05 security_system.n.02 analyst.n.02,information_security_analyst,1.0,1.0
15-1212,information security analyst,information.n.05 security_system.n.02 analyst.n.02,information_security_analysts,1.0,1.0
15-1212,computer system security analyst,computer.n.01 system.n.01 security_system.n.02 analyst.n.02,computer_systems_security_analyst,1.0,1.0
15-1212,information system security analyst,information.n.05 system.n.08 security_system.n.02 analyst.n.02,information_systems_security_analyst,1.0,1.0
15-1212,it risk specialist,risk.v.01 specialist.n.02,it_risk_specialist,1.0,1.0
15-1212,network security analyst,network.n.05 security_system.n.02 analyst.n.02,network_security_analyst,1.0,1.0
15-1212,oncologist,oncologist.n.01,oncologist,5.558470091086995e-07,2.7662487194766315e-07
15-1212,radiologist,radiologist.n.01,radiologist,0.00045397100509760784,8.072417514499479e-05
15-1212,psychiatrist,psychiatrist.n.01,psychiatrist,8.585816669511785e-09,1.5206603353550244e-09
15-1212,industry analyst,industry_analyst.n.01,industry_analyst,0.007227304719902059,0.0029603643763424265
15-1212,anesthesiologist,anesthesiologist.n.01,anesthesiologist,0.0003487281556765667,0.00011733587334917802
15-1212,anesthetist,anesthesiologist.n.01,anesthetist,0.0006809286818137329,0.00021964393988607196
15-1212,anaesthetist,anesthesiologist.n.01,anaesthetist,0.0005550323324867653,0.0002224355822822262
15-1212,market analyst,market_analyst.n.01,market_analyst,0.0021547690049444125,0.0007947653765988589
15-1212,credit analyst,credit_analyst.n.01,credit_analyst,0.004907687287012346,0.0023056843618548374
15-1212,specialist,specialist.n.02,specialist,1.4209834061558998e-06,2.479051851134534e-07
15-1212,medical specialist,specialist.n.02,medical_specialist,0.04809850699395567,0.007606532613420465
15-1212,analyst,analyst.n.02,analyst,1.434918443582722e-09,6.102933597191284e-10
15-1212,rheumatologist,rheumatologist.n.01,rheumatologist,0.00012240083963876132,6.983307216328394e-05
15-1212,cardiologist,cardiologist.n.01,cardiologist,0.0002749490170328915,4.883549776812493e-05
15-1212,radiotherapist,radiologist.n.01,radiotherapist,0.0056788589755864365,0.0011085973668024998
15-1221,computational linguist,computational_linguist.n.01,computational_linguist,0.11162323882599924,0.029063236074764187
15-1221,programming methodology and language researcher,program.v.02 methodology.n.02 language.n.01 research_worker.n.01,programming_methodology_and_languages_researcher,1.0,1.0
15-1221,control system computer scientist,restraint.n.02 system.n.01 computer.n.01 scientist.n.01,control_system_computer_scientist,1.0,1.0
15-1221,computer scientist,computer_scientist.n.01,computer_scientist,1.0,1.0
15-1231,foot doctor,chiropodist.n.01,foot_doctor,0.0029873900852899296,0.0013010313969754098
15-1231,cardiologist,cardiologist.n.01,cardiologist,5.4888879362984916e-05,2.540585583647619e-05
15-1231,baby doctor,baby_doctor.n.01,baby_doctor,0.0011045991834078117,0.0006834227324547181
15-1231,pediatrician,baby_doctor.n.01,pediatrician,0.0008337226997442832,0.00033155463941156966
15-1231,chiropodist,chiropodist.n.01,chiropodist,0.0006962097459357156,0.00027465397224684654
15-1231,anesthesiologist,anesthesiologist.n.01,anesthesiologist,0.0023705330551545218,0.000676875628677119
15-1231,anaesthetist,anesthesiologist.n.01,anaesthetist,0.014781396918377822,0.003938691999796767
15-1231,anesthetist,anesthesiologist.n.01,anesthetist,0.013850801702168942,0.0037453461848761106
15-1231,network technician,network.n.05 technician.n.02,network_technician,1.0,1.0
15-1231,technician,technician.n.02,technician,1.3425831524934621e-05,3.3641740360632612e-06
15-1231,network support technician,network.n.05 support.n.11 technician.n.02,network_support_technician,1.0,1.0
15-1231,network diagnostic support specialist,network.n.05 diagnostic.s.02 support.n.11 specialist.n.02,network_diagnostic_support_specialist,1.0,1.0
15-1231,computer network support specialist,computer.n.01 network.n.05 support.n.11 specialist.n.02,computer_network_support_specialists,1.0,1.0
15-1231,specialist,specialist.n.02,specialist,3.4525621257341636e-06,8.982899188811425e-07
15-1231,medical specialist,specialist.n.02,medical_specialist,0.008474726892986907,0.005020072014800526
15-1231,podiatrist,chiropodist.n.01,podiatrist,0.00014960323723347806,5.664820128429421e-05
15-1231,urologist,urologist.n.01,urologist,0.00016114941062648133,5.697040015970657e-05
15-1231,woman 's s doctor,gynecologist.n.01,woman's_doctor,0.0005226591829144131,0.00017402894288851665
15-1231,gerontologist,gerontologist.n.01,gerontologist,8.52259322549821e-05,4.5872181211303006e-05
15-1231,rhinolaryngologist,ent_man.n.01,rhinolaryngologist,6.1820373729014e-05,2.0984647167755066e-05
15-1231,otolaryngologist,ent_man.n.01,otolaryngologist,7.029846748956866e-05,1.8873992503163938e-05
15-1231,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor,0.0009221254826824453,0.00045163942365468944
15-1231,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist,0.0001684633426772897,4.5883061174703996e-05
15-1231,endocrinologist,endocrinologist.n.01,endocrinologist,0.001966157980941601,0.0005424141809081115
15-1231,embryologist,embryologist.n.01,embryologist,0.0001684854310384692,5.8818121899840196e-05
15-1231,otologist,ear_doctor.n.01,otologist,0.00039737464681273936,0.00013544475867265665
15-1231,ear doctor,ear_doctor.n.01,ear_doctor,0.0029667613810768927,0.001406498744867982
15-1231,ear specialist,ear_doctor.n.01,ear_specialist,0.018438439811902445,0.007105126032851907
15-1231,diplomate,diplomate.n.01,diplomate,8.055661226869541e-05,2.588150634846694e-05
15-1231,diagnostician,diagnostician.n.01,diagnostician,0.006971088284962299,0.0027337755627359376
15-1231,pathologist,diagnostician.n.01,pathologist,0.0004211345623084933,0.00014887613081310754
15-1231,dermatologist,dermatologist.n.01,dermatologist,0.00017003680712287812,8.089357477714011e-05
15-1231,gynecologist,gynecologist.n.01,gynecologist,0.00045602576356219024,0.0001411848658381877
15-1231,hematologist,hematologist.n.01,hematologist,0.00028580220177104446,9.185213639460366e-05
15-1231,haematologist,hematologist.n.01,haematologist,4.7681511539687074e-05,2.005239889600271e-05
15-1231,hygienist,hygienist.n.01,hygienist,0.0011191029165697158,0.0005035573089532236
15-1231,rheumatologist,rheumatologist.n.01,rheumatologist,0.0009732528024156056,0.00027790274631463516
15-1231,radiotherapist,radiologist.n.01,radiotherapist,0.01184323629586311,0.00412755232502547
15-1231,radiologist,radiologist.n.01,radiologist,0.0003870925349612484,0.0001947895372144601
15-1231,radiographer,radiographer.n.01,radiographer,0.007607334510970917,0.003099699515638403
15-1231,psychiatrist,psychiatrist.n.01,psychiatrist,1.1023090038322842e-08,2.80706968709265e-09
15-1231,proctologist,proctologist.n.01,proctologist,0.0001032403458393952,3.777896565852783e-05
15-1231,orthoptist,orthoptist.n.01,orthoptist,3.7063879165027212e-06,1.7722665015404884e-06
15-1231,heart specialist,cardiologist.n.01,heart_specialist,0.003112220791582412,0.0017094786149124577
15-1231,orthopaedist,orthopedist.n.01,orthopaedist,2.8521313152026222e-05,1.4041612125078391e-05
15-1231,ophthalmologist,ophthalmologist.n.01,ophthalmologist,5.361423017823767e-06,1.9759358041232262e-06
15-1231,eye doctor,ophthalmologist.n.01,eye_doctor,0.0016168327396836493,0.0005962419179282299
15-1231,oncologist,oncologist.n.01,oncologist,7.042471393272942e-07,3.797769433693653e-07
15-1231,accoucheur,obstetrician.n.01,accoucheur,1.418691516876289e-05,8.225302234326331e-06
15-1231,obstetrician,obstetrician.n.01,obstetrician,0.0027642143030232012,0.0007700397015899823
15-1231,brain doctor,neurologist.n.01,brain_doctor,0.0009214503087210328,0.00037268421980867595
15-1231,neurologist,neurologist.n.01,neurologist,0.0003723033767829478,0.0001566748653270437
15-1231,orthopedist,orthopedist.n.01,orthopedist,7.191347886579623e-05,4.265827423157502e-05
15-1231,heart surgeon,cardiologist.n.01,heart_surgeon,0.0005488247769150305,0.00028414225904821705
15-1232,radiotherapist,radiologist.n.01,radiotherapist,0.001663878714946801,0.0005709377676542152
15-1232,rheumatologist,rheumatologist.n.01,rheumatologist,7.154283505293674e-05,3.0327466979899156e-05
15-1232,foot doctor,chiropodist.n.01,foot_doctor,0.0031575201600561827,0.0008833954701224392
15-1232,chiropodist,chiropodist.n.01,chiropodist,0.0003010683860041204,0.00010229699867915262
15-1232,cardiologist,cardiologist.n.01,cardiologist,3.5351496942335705e-05,7.987459493682066e-06
15-1232,heart specialist,cardiologist.n.01,heart_specialist,0.00400674467695151,0.001085334110042938
15-1232,heart surgeon,cardiologist.n.01,heart_surgeon,0.000319756943327046,7.967273256370931e-05
15-1232,baby doctor,baby_doctor.n.01,baby_doctor,0.00275938795502801,0.0007874549770289185
15-1232,pediatrician,baby_doctor.n.01,pediatrician,0.00013435680913562886,6.04593720140884e-05
15-1232,anesthesiologist,anesthesiologist.n.01,anesthesiologist,0.0002594098430216598,9.135594857835667e-05
15-1232,anesthetist,anesthesiologist.n.01,anesthetist,0.0009973179265762991,0.0003413538621421707
15-1232,podiatrist,chiropodist.n.01,podiatrist,5.596546720036611e-05,2.5345930506111682e-05
15-1232,anaesthetist,anesthesiologist.n.01,anaesthetist,0.0007064018781705644,0.0002630865339652782
15-1232,medical specialist,specialist.n.02,medical_specialist,0.012277900759768864,0.00367026849960304
15-1232,psychoanalyst,analyst.n.03,psychoanalyst,5.9318988458002735e-05,1.748804751058844e-05
15-1232,analyst,analyst.n.03,analyst,1.5209448543235718e-08,2.134299257649566e-09
15-1232,technician,technician.n.02,technician,9.157688304828949e-08,1.6375001520217834e-08
15-1232,pc support specialist,personal_computer.n.01 support.n.11 specialist.n.02,pc_support_specialist,1.0,1.0
15-1232,help desk technician,avail.n.01 desk.n.01 technician.n.02,help_desk_technician,1.0,1.0
15-1232,it support specialist,support.n.11 specialist.n.02,it_support_specialist,1.0,1.0
15-1232,end - user support specialist,support.n.11 specialist.n.02,end-user_support_specialist,1.0,1.0
15-1232,accoucheur,obstetrician.n.01,accoucheur,1.5634502279218112e-05,6.313173260653393e-06
15-1232,specialist,specialist.n.02,specialist,2.9619025826239776e-06,6.710500570145432e-07
15-1232,computer help desk specialist,computer.n.01 avail.n.01 desk.n.01 specialist.n.02,computer_help_desk_specialist,1.0,1.0
15-1232,dermatologist,dermatologist.n.01,dermatologist,5.741934503568892e-05,2.1603559970755803e-05
15-1232,diagnostician,diagnostician.n.01,diagnostician,0.0020164631524059915,0.0008748313788373858
15-1232,urologist,urologist.n.01,urologist,5.262119082852303e-05,1.5231620925793965e-05
15-1232,obstetrician,obstetrician.n.01,obstetrician,0.0006634211340307152,0.00019067653027315696
15-1232,brain doctor,neurologist.n.01,brain_doctor,0.0004978946489492053,0.0002318515863107349
15-1232,neurologist,neurologist.n.01,neurologist,4.974493463268524e-05,2.2537145356298573e-05
15-1232,hygienist,hygienist.n.01,hygienist,0.0006698059348638922,0.00037261118660147745
15-1232,haematologist,hematologist.n.01,haematologist,9.459102008160657e-06,4.239048433820819e-06
15-1232,hematologist,hematologist.n.01,hematologist,2.3452582534090784e-05,1.073137011870726e-05
15-1232,gynecologist,gynecologist.n.01,gynecologist,6.29784566738096e-05,2.522030668924105e-05
15-1232,woman 's s doctor,gynecologist.n.01,woman's_doctor,0.0005533914734739622,0.00014902402192585842
15-1232,pathologist,diagnostician.n.01,pathologist,3.610380662394585e-05,1.188545221894898e-05
15-1232,gerontologist,gerontologist.n.01,gerontologist,8.609433712039991e-05,3.2256009884252336e-05
15-1232,otolaryngologist,ent_man.n.01,otolaryngologist,3.052211825373704e-06,1.4242181899001644e-06
15-1232,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor,0.0015691899972049702,0.0004553827129965168
15-1232,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist,1.0526053557155659e-05,4.318488435525465e-06
15-1232,endocrinologist,endocrinologist.n.01,endocrinologist,0.00011960721722936604,5.413456958205657e-05
15-1232,embryologist,embryologist.n.01,embryologist,2.8627929058542638e-05,1.0195146233114308e-05
15-1232,otologist,ear_doctor.n.01,otologist,9.837774677748327e-05,1.962798386633237e-05
15-1232,ear doctor,ear_doctor.n.01,ear_doctor,0.0016074023770169252,0.0005562339298715563
15-1232,ear specialist,ear_doctor.n.01,ear_specialist,0.014681733812431869,0.003126313713278322
15-1232,diplomate,diplomate.n.01,diplomate,5.311273548276619e-05,1.1779660935989746e-05
15-1232,rhinolaryngologist,ent_man.n.01,rhinolaryngologist,8.595214321163918e-06,3.681581551613631e-06
15-1232,computer customer support specialist,computer.n.01 customer.n.01 support.n.11 specialist.n.02,computer_customer_support_specialist,1.0,1.0
15-1232,computer user support specialist,computer.n.01 user.n.01 support.n.11 specialist.n.02,computer_user_support_specialists,1.0,1.0
15-1232,radiologist,radiologist.n.01,radiologist,9.051962869855676e-05,1.9046657030928016e-05
15-1232,radiographer,radiographer.n.01,radiographer,0.000963048773257442,0.00024232040633475043
15-1232,oncologist,oncologist.n.01,oncologist,1.0917444226677849e-07,6.091694632357333e-08
15-1232,eye doctor,ophthalmologist.n.01,eye_doctor,0.0007619267961965711,0.0002808768676342444
15-1232,orthopedist,orthopedist.n.01,orthopedist,6.289368304710216e-05,2.2275039458636922e-05
15-1232,orthopaedist,orthopedist.n.01,orthopaedist,3.443234567894606e-05,1.1606350907055453e-05
15-1232,orthoptist,orthoptist.n.01,orthoptist,1.782695601644556e-06,7.129276808989144e-07
15-1232,proctologist,proctologist.n.01,proctologist,6.275850694496795e-05,2.0068049670884842e-05
15-1232,ophthalmologist,ophthalmologist.n.01,ophthalmologist,1.6873299574873002e-06,6.096429151939528e-07
15-1232,psychiatrist,psychiatrist.n.01,psychiatrist,1.5170607067517338e-08,2.0878376272835853e-09
15-1241,interior decorator,interior_designer.n.01,interior_decorator,0.0012542838252958914,0.0004970400875943511
15-1241,locomotive engineer,engineer.n.02,locomotive_engineer,0.00015360823583452954,3.367252375130463e-05
15-1241,engine driver,engineer.n.02,engine_driver,0.00020770972749751661,5.285157704902216e-05
15-1241,developer,developer.n.02,developer,0.009217599183797423,0.00206420268972133
15-1241,network engineer,network.n.05 engineer.n.02,network_engineer,1.0,1.0
15-1241,network developer,network.n.05 developer.n.02,network_developer,1.0,1.0
15-1241,network designer,network.n.05 interior_designer.n.01,network_designer,1.0,1.0
15-1241,computer network engineer,computer.n.01 network.n.05 engineer.n.02,computer_network_engineer,1.0,1.0
15-1241,computer network architect,computer.n.01 network.n.05 architect.n.01,computer_network_architects,1.0,1.0
15-1241,engineer,engineer.n.02,engineer,2.955128688322237e-05,5.9333327800981045e-06
15-1241,room decorator,interior_designer.n.01,room_decorator,0.0025304131590142337,0.0008277790461684257
15-1241,house decorator,interior_designer.n.01,house_decorator,0.0027325380323842143,0.0008028873080448667
15-1241,interior designer,interior_designer.n.01,interior_designer,0.009733495720447644,0.0026770597307816204
15-1241,designer,interior_designer.n.01,designer,0.000477176899497496,0.00011175999039047899
15-1241,decorator,interior_designer.n.01,decorator,0.0011315916709219915,0.00035224076602359837
15-1241,railroad engineer,engineer.n.02,railroad_engineer,0.0004923639451273592,0.00011096708052629379
15-1242,database administrator,database.n.01 administrator.n.03,database_administrators,1.0,1.0
15-1242,database programmer,database.n.01 programmer.n.01,database_programmer,1.0,1.0
15-1242,database administration manager,database.n.01 presidency.n.01 director.n.01,database_administration_manager,1.0,1.0
15-1242,triumvir,triumvir.n.01,triumvir,1.0387012855293774e-07,3.292715285020092e-08
15-1242,director of central intelligence,director_of_central_intelligence.n.01,director_of_central_intelligence,1.29119336066357e-05,4.963519689265759e-06
15-1242,commissioner,commissioner.n.01,commissioner,4.026445952698629e-06,7.169166095354934e-07
15-1242,manageres,manageress.n.01,manageress,1.272027727228276e-05,3.757905144899972e-06
15-1242,district manager,district_manager.n.01,district_manager,1.0950792350928471e-08,5.082456383843306e-09
15-1242,bank manager,bank_manager.n.01,bank_manager,1.3158138114763844e-05,5.354962040787189e-06
15-1242,administrator,administrator.n.03,administrator,0.0001466522038531334,3.174289645481118e-05
15-1242,automatic datum processing planner,automatic.s.03 data.n.01 processing.n.01 planner.n.02,automatic_data_processing_planner,1.0,1.0
15-1242,planner,planner.n.02,planner,2.8009331590398854e-06,4.737109672448745e-07
15-1242,computer programmer,programmer.n.01,computer_programmer,0.052457015439698086,0.008798308850643083
15-1242,software engineer,programmer.n.01,software_engineer,0.23453062141221345,0.05155772621779984
15-1242,programmer,programmer.n.01,programmer,0.0010016982809402026,0.0002190901599743478
15-1242,managing director,director.n.01,managing_director,8.221790696744551e-05,1.5609784954952657e-05
15-1242,director,director.n.01,director,1.516801234715767e-07,2.6108376881559624e-08
15-1242,coordinator,coordinator.n.01,coordinator,3.1980261965776744e-05,5.333284915746221e-06
15-1242,database coordinator,database.n.01 coordinator.n.01,database_coordinator,1.0,1.0
15-1242,coder,programmer.n.01,coder,0.007426845307446561,0.0018208229625584329
15-1242,database security administrator,database.n.01 security_system.n.02 administrator.n.03,database_security_administrator,1.0,1.0
15-1243,landscape architect,landscape_architect.n.01,landscape_architect,4.8123760730176565e-05,2.0335349875428686e-05
15-1243,landscaper,landscape_architect.n.01,landscaper,0.0006044211347909166,0.00025768801575339924
15-1243,pediatrician,baby_doctor.n.01,pediatrician,8.854430559107535e-05,2.1188310633830793e-05
15-1243,landscape gardener,landscape_architect.n.01,landscape_gardener,3.277080840013145e-05,8.89687456066527e-06
15-1243,gerontologist,gerontologist.n.01,gerontologist,0.0001272984168754742,3.136288562750188e-05
15-1243,woman 's s doctor,gynecologist.n.01,woman's_doctor,8.048366765770288e-05,2.596860355179315e-05
15-1243,gynecologist,gynecologist.n.01,gynecologist,5.920560811772401e-05,1.5950982436444027e-05
15-1243,hematologist,hematologist.n.01,hematologist,4.8065570227398166e-05,1.1224993338741619e-05
15-1243,haematologist,hematologist.n.01,haematologist,1.4598836172158227e-05,3.2677816126033366e-06
15-1243,hygienist,hygienist.n.01,hygienist,0.0010180175984617424,0.00025426679816495867
15-1243,neurologist,neurologist.n.01,neurologist,0.00010397391213932252,2.3169903162040328e-05
15-1243,brain doctor,neurologist.n.01,brain_doctor,0.00021395225192870365,7.826796496071016e-05
15-1243,obstetrician,obstetrician.n.01,obstetrician,9.598637570173728e-05,2.5889894545987674e-05
15-1243,anesthesiologist,anesthesiologist.n.01,anesthesiologist,9.55508783072008e-05,2.3994781667059643e-05
15-1243,urologist,urologist.n.01,urologist,3.400446288684766e-05,7.993935539794713e-06
15-1243,rhinolaryngologist,ent_man.n.01,rhinolaryngologist,1.3091643251758015e-05,3.5608111030636334e-06
15-1243,anesthetist,anesthesiologist.n.01,anesthetist,0.00028822732225172363,7.312547642903582e-05
15-1243,oncologist,oncologist.n.01,oncologist,2.801485772655668e-07,8.968733877454025e-08
15-1243,eye doctor,ophthalmologist.n.01,eye_doctor,0.00011948111295922293,3.108171636083713e-05
15-1243,ophthalmologist,ophthalmologist.n.01,ophthalmologist,5.729486388685477e-07,1.36146369077963e-07
15-1243,orthopedist,orthopedist.n.01,orthopedist,1.905974899079156e-05,4.401594215033782e-06
15-1243,orthopaedist,orthopedist.n.01,orthopaedist,1.109673253378085e-05,2.5500335601113128e-06
15-1243,orthoptist,orthoptist.n.01,orthoptist,1.345312358329962e-06,3.5362680464862313e-07
15-1243,proctologist,proctologist.n.01,proctologist,7.62248236871955e-05,2.7476205141123844e-05
15-1243,psychiatrist,psychiatrist.n.01,psychiatrist,7.191060453787444e-07,1.4401687499002723e-07
15-1243,radiographer,radiographer.n.01,radiographer,0.0002715039779504125,6.369048857720998e-05
15-1243,radiologist,radiologist.n.01,radiologist,6.573397347582896e-05,1.4790249630813705e-05
15-1243,radiotherapist,radiologist.n.01,radiotherapist,0.0006787945780414745,0.0001530055828235399
15-1243,accoucheur,obstetrician.n.01,accoucheur,5.615028232339732e-06,1.6627742269271744e-06
15-1243,otolaryngologist,ent_man.n.01,otolaryngologist,1.7968624926876542e-06,4.899260156206857e-07
15-1243,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor,0.00012529852816440672,4.105805088784066e-05
15-1243,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist,7.1188281355158765e-06,2.0384052595787327e-06
15-1243,ear doctor,ear_doctor.n.01,ear_doctor,0.00019911183042000376,5.507534532814346e-05
15-1243,ear specialist,ear_doctor.n.01,ear_specialist,0.004930239589366749,0.0010967507518437614
15-1243,diplomate,diplomate.n.01,diplomate,1.3716291878122138e-05,4.3214403571753015e-06
15-1243,diagnostician,diagnostician.n.01,diagnostician,0.003911136236408742,0.0009606352049880336
15-1243,pathologist,diagnostician.n.01,pathologist,2.646428852669047e-05,7.696187131523732e-06
15-1243,dermatologist,dermatologist.n.01,dermatologist,4.219920609808471e-05,9.768868432764459e-06
15-1243,podiatrist,chiropodist.n.01,podiatrist,8.583713677245767e-05,1.9825689788388837e-05
15-1243,database architect,database.n.01 architect.n.01,database_architects,1.0,1.0
15-1243,datum architect,data.n.01 architect.n.01,data_architect,1.0,1.0
15-1243,datum integration specialist,data.n.01 integration.n.03 specialist.n.02,data_integration_specialist,1.0,1.0
15-1243,developer,developer.n.02,developer,0.0005696709717825996,0.00013706663636636174
15-1243,medical specialist,specialist.n.02,medical_specialist,0.006608998511581352,0.0013806275732854856
15-1243,specialist,specialist.n.02,specialist,2.1660313936873885e-05,4.498622883855654e-06
15-1243,architect,architect.n.01,architect,7.031431069631491e-08,1.4831015300710183e-08
15-1243,designer,architect.n.01,designer,6.998658982823454e-07,4.2287030575999107e-07
15-1243,foot doctor,chiropodist.n.01,foot_doctor,0.00024710956307480696,6.100882466218332e-05
15-1243,chiropodist,chiropodist.n.01,chiropodist,0.0004129624281936398,8.934181522653389e-05
15-1243,cardiologist,cardiologist.n.01,cardiologist,1.880696991089769e-05,4.545039805082063e-06
15-1243,heart specialist,cardiologist.n.01,heart_specialist,0.0010837464441084952,0.00023868600177747758
15-1243,heart surgeon,cardiologist.n.01,heart_surgeon,0.00015683375384289956,3.658575210561934e-05
15-1243,landscapist,landscape_architect.n.01,landscapist,0.0007189707429366897,0.00023102805232618227
15-1243,baby doctor,baby_doctor.n.01,baby_doctor,0.0004355132586637911,0.00012199146531593073
15-1243,otologist,ear_doctor.n.01,otologist,2.559021055514757e-05,6.534108864748033e-06
15-1243,embryologist,embryologist.n.01,embryologist,7.982584912582731e-05,2.043797999451787e-05
15-1243,endocrinologist,endocrinologist.n.01,endocrinologist,0.00014716262437888358,3.4887274531220687e-05
15-1243,rheumatologist,rheumatologist.n.01,rheumatologist,8.454296043642092e-05,2.0398774296160314e-05
15-1243,anaesthetist,anesthesiologist.n.01,anaesthetist,0.0004142216237080897,9.855410394129663e-05
15-1244,network analyst,network.n.05 analyst.n.03,network_analyst,1.0,1.0
15-1244,lan administrator,local_area_network.n.01 administrator.n.03,lan_administrator,1.0,1.0
15-1244,network and computer system administrator,network.n.05 computer.n.01 system.n.01 administrator.n.03,network_and_computer_systems_administrators,1.0,1.0
15-1244,manageres,manageress.n.01,manageress,7.549194786913983e-05,8.915614128295669e-06
15-1244,district manager,district_manager.n.01,district_manager,3.608322819667e-07,3.5645989260878194e-08
15-1244,bank manager,bank_manager.n.01,bank_manager,8.467934843288893e-06,2.137996855211527e-06
15-1244,triumvir,triumvir.n.01,triumvir,1.6806551212885619e-06,2.0613460468546954e-07
15-1244,director of central intelligence,director_of_central_intelligence.n.01,director_of_central_intelligence,0.0002451836814811319,4.606502712438366e-05
15-1244,commissioner,commissioner.n.01,commissioner,4.759827724030009e-06,8.234974009409524e-07
15-1244,coordinator,coordinator.n.01,coordinator,1.1426487564393366e-05,1.428321259977668e-06
15-1244,managing director,director.n.01,managing_director,0.0013023326145029466,0.0001244540188261575
15-1244,director,director.n.01,director,2.549270775764711e-06,2.259416450808092e-07
15-1244,psychoanalyst,analyst.n.03,psychoanalyst,4.2171045677365997e-05,1.398442618670923e-05
15-1244,administrator,administrator.n.03,administrator,0.0001069396320389762,1.481708046881784e-05
15-1244,wide area network administrator,wide.s.07 sphere.n.01 network.n.05 administrator.n.03,wide_area_network_administrator,1.0,1.0
15-1244,wan system administrator,wan.s.03 system.n.08 administrator.n.03,wan_systems_administrator,1.0,1.0
15-1244,network system coordinator,network.n.05 system.n.02 coordinator.n.01,network_systems_coordinator,1.0,1.0
15-1244,network system administrator,network.n.05 system.n.02 administrator.n.03,network_systems_administrator,1.0,1.0
15-1244,network support manager,network.n.05 support.n.11 director.n.01,network_support_manager,1.0,1.0
15-1244,network support coordinator,network.n.05 support.n.11 coordinator.n.01,network_support_coordinator,1.0,1.0
15-1244,network coordinator,network.n.05 coordinator.n.01,network_coordinator,1.0,1.0
15-1244,local area network administrator,local.a.03 sphere.n.01 network.n.05 administrator.n.03,local_area_network_administrator,1.0,1.0
15-1244,lan system administrator,local_area_network.n.01 system.n.08 administrator.n.03,lan_systems_administrator,1.0,1.0
15-1244,analyst,analyst.n.03,analyst,2.865165657662973e-05,2.3917904140371317e-06
15-1251,it programmer,programmer.n.01,it_programmer,1.0,1.0
15-1251,computer programmer,programmer.n.01,computer_programmers,1.0,1.0
15-1251,software engineer,programmer.n.01,software_engineer,0.6099294708860595,0.18157867565709157
15-1251,computer programmer,programmer.n.01,computer_programmer,1.0,1.0
15-1251,programmer,programmer.n.01,programmer,0.03682582183161085,0.005970064785635845
15-1251,developer,developer.n.02,developer,0.0025235172274208025,0.0006211685363627813
15-1251,application programmer,lotion.n.02 programmer.n.01,applications_programmer,1.0,1.0
15-1251,junior software developer,junior.s.03 software.n.01 developer.n.02,junior_software_developer,1.0,1.0
15-1251,mainframe programmer,mainframe.n.01 programmer.n.01,mainframe_programmer,1.0,1.0
15-1251,system programmer,system.n.08 programmer.n.01,systems_programmer,1.0,1.0
15-1251,coder,programmer.n.01,coder,0.2201937633818293,0.030600756404182212
15-1252,software developer,software.n.01 developer.n.02,software_developers,1.0,1.0
15-1252,application integration engineer,lotion.n.02 integration.n.03 engineer.n.02,application_integration_engineer,1.0,1.0
15-1252,computer application developer,computer.n.01 application.n.04 developer.n.02,computer_applications_developer,1.0,1.0
15-1252,computer application engineer,computer.n.01 application.n.04 mastermind.v.01,computer_applications_engineer,1.0,1.0
15-1252,computer system engineer,computer.n.01 system.n.01 mastermind.v.01,computer_systems_engineer,1.0,1.0
15-1252,landscape architect,landscape_architect.n.01,landscape_architect,0.0002646402987369339,5.706701029093059e-05
15-1252,computer system software engineer,computer.n.01 system.n.01 software.n.01 engineer.n.02,computer_systems_software_engineer,1.0,1.0
15-1252,landscaper,landscape_architect.n.01,landscaper,0.0012408119437862539,0.0002457340294947736
15-1252,landscapist,landscape_architect.n.01,landscapist,0.00022113483261791225,6.97554472423301e-05
15-1252,landscape gardener,landscape_architect.n.01,landscape_gardener,7.967090155355162e-05,2.2722930812521255e-05
15-1252,urologist,urologist.n.01,urologist,0.0003003623917586388,5.425363138558719e-05
15-1252,computer system software architect,computer.n.01 system.n.01 software.n.01 architect.n.01,computer_systems_software_architect,1.0,1.0
15-1252,rheumatologist,rheumatologist.n.01,rheumatologist,0.0001519411834294417,3.990562356520174e-05
15-1252,hygienist,hygienist.n.01,hygienist,0.0016228380365441767,0.0002741600017986905
15-1252,radiologist,radiologist.n.01,radiologist,0.0002473010653173626,4.8904308336109017e-05
15-1252,interior designer,interior_designer.n.01,interior_designer,0.0007379871047043076,0.00018171196703023075
