code,title,sense,original
17-2051,structural engineer,,structural_engineer
17-2051,hydrographic engineer,,hydrographic_engineer
17-2051,highway engineer,,highway_engineer
17-2051,engineer,,engineers
17-2061,engineer,,engineers
17-2061,developer,,developer
17-2061,designer,,designer
17-2061,computer hardware engineer,,computer_hardware_engineers
17-2061,computer hardware designer,,computer_hardware_designer
17-2061,computer hardware developer,,computer_hardware_developer
17-2071,electrical system engineer,,electrical_systems_engineer
17-2071,engineer,,engineer
17-2071,illuminating engineer,,illuminating_engineer
17-2071,engineer,,engineers
17-2071,power distribution engineer,,power_distribution_engineer
17-2071,electrical engineer,,electrical_engineers
17-2072,antenna engineer,,antenna_engineer
17-2072,electronic design automation engineer,,electronic_design_automation_engineer
17-2072,designer,,designer
17-2072,engineer,,engineer
17-2072,telecommunication engineer,,telecommunication_engineer
17-2072,electronic part designer,,electronic_parts_designer
17-2072,"electronic engineer , except computer",,"electronics_engineers,_except_computer"
17-2072,electronic engineer,,electronic_engineer
17-2072,circuit design engineer,,circuit_design_engineer
17-2081,hazardou waste management control engineer,,hazardous_waste_management_control_engineer
17-2081,air pollution control engineer,,air_pollution_control_engineer
17-2081,waste management engineer,,waste_management_engineer
17-2081,environmental remediation engineer,,environmental_remediation_engineer
17-2081,engineer,,engineers
17-2081,wastewater treatment engineer,,wastewater_treatment_engineer
17-2081,pollution control engineer,,pollution_control_engineer
17-2081,environmental engineer,,environmental_engineers
17-2081,soil engineer,,soil_engineer
17-2081,engineer,,engineer
17-2081,water treatment plant engineer,,water_treatment_plant_engineer
17-2081,hazardou substance engineer,,hazardous_substances_engineer
17-2111,product safety test engineer,,product_safety_test_engineer
17-2111,product safety engineer,,product_safety_engineer
17-2111,"health and safety engineer , except mining safety engineer and inspector",,"health_and_safety_engineers,_except_mining_safety_engineers_and_inspectors"
17-2111,engineer,,engineer
17-2111,fire protection engineer,,fire_protection_engineer
17-2111,fire prevention engineer,,fire_prevention_engineer
17-2111,industrial safety engineer,,industrial_safety_engineer
17-2111,system safety engineer,,system_safety_engineer
17-2112,industrial engineer,,industrial_engineers
17-2112,engineer,,engineer
17-2112,efficiency engineer,,efficiency_engineer
17-2112,engineer,,engineers
17-2112,manufacturing engineer,,manufacturing_engineer
17-2112,packaging engineer,,packaging_engineer
17-2112,production engineer,,production_engineer
17-2121,architect,,architect
17-2121,engineer,,engineer
17-2121,marine structural designer,,marine_structural_designer
17-2121,marine equipment engineer,,marine_equipment_engineer
17-2121,marine architect,,marine_architect
17-2121,designer,,designer
17-2121,marine engineer and naval architect,,marine_engineers_and_naval_architects
17-2121,ship equipment engineer,,ships_equipment_engineer
17-2121,naval engineer,,naval_engineer
17-2131,automotive sheet metal engineer,,automotive_sheet_metal_engineer
17-2131,engineer,,engineers
17-2131,glas science engineer,,glass_science_engineer
17-2131,metallographer,,metallographer
17-2131,forensic material engineer,,forensic_materials_engineer
17-2131,welding engineer,,welding_engineer
17-2131,metallurgical engineer,,metallurgical_engineer
17-2131,material engineer,,materials_engineers
17-2131,engineer,,engineer
17-2141,engineer,,engineer
17-2141,auto research engineer,,auto_research_engineer
17-2141,combustion engineer,,combustion_engineer
17-2141,engine designer,,engine_designer
17-2141,tool and die engineer,,tool_and_die_engineer
17-2141,mechanical engineer,,mechanical_engineers
17-2141,designer,,designer
17-2141,heating and cooling system engineer,,heating_and_cooling_systems_engineer
17-2141,engineer,,engineers
17-2141,tool engineer,,tool_engineer
17-2151,mineral engineer,,mineral_engineer
17-2151,mining engineer,,mining_engineer
17-2151,geophysical engineer,,geophysical_engineer
17-2151,"mining and geological engineer , including mining safety engineer",,"mining_and_geological_engineers,_including_mining_safety_engineers"
17-2151,seismic engineer,,seismic_engineer
17-2151,engineer,,engineer
17-2161,radiation engineer,,radiation_engineer
17-2161,nuclear steam supply system engineer,,nuclear_steam_supply_system_engineer
17-2161,reactor engineer,,reactor_engineer
17-2161,engineer,,engineer
17-2161,reactor project engineer,,reactor_projects_engineer
17-2161,engineer,,engineers
17-2161,nuclear engineer,,nuclear_engineers
17-2161,atomic proces engineer,,atomic_process_engineer
17-2161,nuclear engineer,,nuclear_engineer
17-2171,petroleum engineer,,petroleum_engineers
17-2171,oil well engineer,,oil_well_engineer
17-2171,oil drilling engineer,,oil_drilling_engineer
17-2171,engineer,,engineers
17-2171,oil exploration engineer,,oil_exploration_engineer
17-2171,engineer,,engineer
17-2171,petroleum engineer,,petroleum_engineer
17-2171,natural ga engineer,,natural_gas_engineer
17-2199,ocean engineer,,ocean_engineer
17-2199,optical engineer,,optical_engineer
17-2199,"engineer , all other",,"engineers,_all_other"
17-2199,mathematical engineer,,mathematical_engineer
17-2199,metrologist,,metrologist
17-2199,corrosion control engineer,,corrosion_control_engineer
17-2199,engineer,,engineer
17-2199,mechatronic engineer,,mechatronics_engineer
17-2199,ordnance engineer,,ordnance_engineer
17-2199,coastal engineer,,coastal_engineer
17-2199,salvage engineer,,salvage_engineer
17-2199,calibration engineer,,calibration_engineer
17-3011,civil computer - aided design and drafting technician,,civil_computer-aided_design_and_drafting_technician
17-3011,drafter,,drafter
17-3011,architectural drafter,,architectural_drafter
17-3011,structural drafter,,structural_drafter
17-3011,civil drafter,,civil_drafter
17-3011,building drafter,,building_drafter
17-3011,architectural and civil drafter,,architectural_and_civil_drafters
17-3012,drafter,,drafter
17-3012,electronic drafter,,electronic_drafter
17-3012,printed circuit board drafter,,printed_circuit_board_drafter
17-3012,circuit board drafter,,circuit_board_drafter
17-3012,electrical drafter,,electrical_drafter
17-3013,mechanical drafter,,mechanical_drafters
17-3013,drafter,,drafter
17-3013,designer,,designer
17-3013,automotive design drafter,,automotive_design_drafter
17-3013,tool designer,,tool_designer
17-3013,gage designer,,gage_designer
17-3013,die designer,,die_designer
17-3013,tool and die designer,,tool_and_die_designer
17-3013,drafter,,drafters
17-3019,drafter,,drafter
17-3019,tracer,,tracer
17-3019,worker,,worker
17-3019,draughtsman,,draughtsman
17-3019,marine drafter,,marine_drafter
17-3019,"drafter , all other",,"drafters,_all_other"
17-3019,drafting layout worker,,drafting_layout_worker
17-3019,geological drafter,,geological_drafter
17-3021,altitude chamber technician,,altitude_chamber_technician
17-3021,technician,,technician
17-3021,aerospace engineering and operation technologist,,aerospace_engineering_and_operations_technologist
17-3021,flight datum technician,,flight_data_technician
17-3021,wind tunnel technician,,wind_tunnel_technician
17-3022,technologist,,technologist
17-3022,civil engineering technologist and technician,,civil_engineering_technologists_and_technicians
17-3022,concrete engineering technician,,concrete_engineering_technician
17-3022,civil engineering technologist,,civil_engineering_technologist
17-3022,highway engineering technician,,highway_engineering_technician
17-3022,structural engineering technician,,structural_engineering_technician
17-3022,civil engineering technician,,civil_engineering_technician
17-3022,technician,,technician
17-3022,transportation engineering technician,,transportation_engineering_technician
17-3023,electrical engineering technician,,electrical_engineering_technician
17-3023,electrical and electronic engineering technologist and technician,,electrical_and_electronic_engineering_technologists_and_technicians
17-3023,programmer,,programmer
17-3023,programmable logic controller programmer,,programmable_logic_controller_programmer
17-3023,lighting engineering technician,,lighting_engineering_technician
17-3023,technician,,technician
17-3023,semiconductor development technician,,semiconductor_development_technician
17-3023,electronic instrument testing technician,,electronic_instrument_testing_technician
17-3023,electrical power station technician,,electrical_power_station_technician
17-3023,electrical and electronic engineering technologist,,electrical_and_electronic_engineering_technologist
17-3023,electrical design technician,,electrical_design_technician
17-3024,technician,,technician
17-3024,unmanned air system operator,,unmanned_air_systems_operator
17-3024,electo - mechanical and mechatronic technologist,,electo-mechanical_and_mechatronics_technologist
17-3024,operator,,operator
17-3024,robotic testing technician,,robotics_testing_technician
17-3024,remotely piloted vehicle engineering technician,,remotely_piloted_vehicle_engineering_technician
17-3024,electro - mechanical and mechatronic technologist and technician,,electro-mechanical_and_mechatronics_technologists_and_technicians
17-3024,unmanned aerial vehicle operator,,unmanned_aerial_vehicle_operator
17-3025,technologist,,technologist
17-3025,environmental technician,,environmental_technician
17-3025,environmental engineering technologist and technician,,environmental_engineering_technologists_and_technicians
17-3025,environmental remediation engineering technician,,environmental_remediation_engineering_technician
17-3025,air analysi engineering technician,,air_analysis_engineering_technician
17-3025,environmental engineering technologist,,environmental_engineering_technologist
17-3025,pollution control engineering technician,,pollution_control_engineering_technician
17-3025,technician,,technician
17-3026,technician,,technician
17-3026,time study technologist,,time_study_technologist
17-3026,industrial engineering technologist and technician,,industrial_engineering_technologists_and_technicians
17-3026,industrial engineering technician,,industrial_engineering_technician
17-3026,time study technician,,time_study_technician
17-3026,industrial engineering technologist,,industrial_engineering_technologist
17-3026,production control technologist,,production_control_technologist
17-3026,technologist,,technologist
17-3027,heat transfer technician,,heat_transfer_technician
17-3027,gyroscopic engineering technician,,gyroscopic_engineering_technician
17-3027,technician,,technician
17-3027,mechanical engineering technician,,mechanical_engineering_technician
17-3027,technologist,,technologist
17-3027,optomechanical technician,,optomechanical_technician
17-3027,hydraulic technician,,hydraulic_technician
17-3027,mechanical engineering technologist and technician,,mechanical_engineering_technologists_and_technicians
17-3028,calibration technologist and technician,,calibration_technologists_and_technicians
17-3028,calibration technician,,calibration_technician
17-3028,calibration technologist,,calibration_technologist
17-3028,hydrometer calibrator,,hydrometer_calibrator
17-3028,technician,,technician
17-3028,technologist,,technologist
17-3029,nuclear engineering technician,,nuclear_engineering_technician
17-3029,biomedical engineering technologist,,biomedical_engineering_technologist
17-3029,chemical engineering technician,,chemical_engineering_technician
17-3029,optical engineering technologist,,optical_engineering_technologist
17-3029,"engineering technologist and technician , except drafter , all other",,"engineering_technologists_and_technicians,_except_drafters,_all_other"
17-3029,ordnance engineering technician,,ordnance_engineering_technician
17-3029,technologist,,technologist
17-3029,ordnance engineering technologist,,ordnance_engineering_technologist
17-3029,metallurgical engineering technician,,metallurgical_engineering_technician
17-3029,nuclear engineering technologist,,nuclear_engineering_technologist
17-3029,agricultural engineering technologist,,agricultural_engineering_technologist
17-3029,sonar technician,,sonar_technicians
17-3029,chemical engineering technologist,,chemical_engineering_technologist
17-3029,marine engineering technologist,,marine_engineering_technologist
17-3029,biomedical engineering technician,,biomedical_engineering_technician
17-3029,salvage engineering technician,,salvage_engineering_technician
17-3029,marine engineering technician,,marine_engineering_technician
17-3029,specialist,,specialist
17-3029,optical engineering technician,,optical_engineering_technician
17-3029,technician,,technicians
17-3029,radar technician,,radar_technicians
17-3029,technician,,technician
17-3029,material engineering technician,,materials_engineering_technician
17-3029,material engineering technologist,,materials_engineering_technologist
17-3029,agricultural engineering technician,,agricultural_engineering_technician
17-3029,metallurgical engineering technologist,,metallurgical_engineering_technologist
17-3029,non - destructive testing specialist,,non-destructive_testing_specialist
17-3029,salvage engineering technologist,,salvage_engineering_technologist
17-3031,surveying technician,,surveying_technician
17-3031,geophysical prospecting surveying technician,,geophysical_prospecting_surveying_technician
17-3031,surveying and mapping technician,,surveying_and_mapping_technicians
17-3031,mapping technician,,mapping_technician
17-3031,mineral surveying technician,,mineral_surveying_technician
17-3031,field map technician,,field_map_technician
17-3031,gi mapping technician,,gis_mapping_technician
17-3031,cartographic aide,,cartographic_aide
17-3031,cartographic technician,,cartographic_technician
17-3031,topography technician,,topography_technician
17-3031,technician,,technician
17-3031,aide,,aide
19-1011,poultry scientist,,poultry_scientist
19-1011,dairy scientist,,dairy_scientist
19-1011,geneticist,,geneticist
19-1011,swine genetic researcher,,swine_genetics_researcher
19-1011,animal geneticist,,animal_geneticist
19-1011,researcher,,researcher
19-1011,scientist,,scientists
19-1011,beef cattle nutritionist,,beef_cattle_nutritionist
19-1011,scientist,,scientist
19-1011,animal scientist,,animal_scientists
19-1012,food preservation scientist,,food_preservation_scientist
19-1012,scientist,,scientist
19-1012,bacteriologist,,bacteriologist
19-1012,food technologist,,food_technologist
19-1012,food processing scientist,,food_processing_scientist
19-1012,food scientist and technologist,,food_scientists_and_technologists
19-1012,food scientist,,food_scientist
19-1012,enologist,,enologist
19-1012,food safety scientist,,food_safety_scientist
19-1012,technologist,,technologist
19-1013,soil scientist,,soil_scientist
19-1013,agriculturist,,agriculturist
19-1013,floriculturist,,floriculturist
19-1013,soil fertility extension specialist,,soil_fertility_extension_specialist
19-1013,specialist,,specialist
19-1013,scientist,,scientist
19-1013,plant physiologist,,plant_physiologist
19-1013,physiologist,,physiologist
19-1013,pomologist,,pomologist
19-1013,plant scientist,,plant_scientist
19-1013,viticulturist,,viticulturist
19-1013,arboreal scientist,,arboreal_scientist
19-1013,agronomist,,agronomist
19-1013,horticulturist,,horticulturist
19-1021,biochemist,,biochemist
19-1021,physical biochemist,,physical_biochemist
19-1021,clinical biochemist,,clinical_biochemist
19-1021,biophysicist,,biophysicist
19-1021,chemist,,chemist
19-1021,biochemist and biophysicist,,biochemists_and_biophysicists
19-1021,biological chemist,,biological_chemist
19-1022,clinical microbiologist,,clinical_microbiologist
19-1022,analyst,,analyst
19-1022,microbiological analyst,,microbiological_analyst
19-1022,microbiologist,,microbiologists
19-1022,public health microbiologist,,public_health_microbiologist
19-1022,medical microbiologist,,medical_microbiologist
19-1022,virologist,,virologist
19-1022,bacteriologist,,bacteriologist
19-1022,microbiologist,,microbiologist
19-1022,quality control microbiologist,,quality_control_microbiologist
19-1023,zoologist and wildlife biologist,,zoologists_and_wildlife_biologists
19-1023,biologist,,biologist
19-1023,entomologist,,entomologist
19-1023,herpetologist,,herpetologist
19-1023,wildlife biologist,,wildlife_biologist
19-1023,ornithologist,,ornithologist
19-1023,fishery biologist,,fishery_biologist
19-1023,protozoologist,,protozoologist
19-1023,marine biologist,,marine_biologist
19-1023,aquatic biologist,,aquatic_biologist
19-1029,osteologist,,osteologist
19-1029,"biological scientist , all other",,"biological_scientists,_all_other"
19-1029,plant etiologist,,plant_etiologist
19-1029,etiologist,,etiologist
19-1029,bryologist,,bryologist
19-1029,paleobotanist,,paleobotanist
19-1029,biologist,,biologist
19-1029,embryologist,,embryologist
19-1031,conservationist,,conservationist
19-1031,resource conservationist,,resource_conservationist
19-1031,specialist,,specialist
19-1031,conservation science officer,,conservation_science_officer
19-1031,ecologist,,ecologist
19-1031,scientist,,scientist
19-1031,officer,,officer
19-1031,range scientist,,range_scientist
19-1031,land resource specialist,,land_resource_specialist
19-1031,water conservationist,,water_conservationist
19-1031,scientist,,scientists
19-1031,conservation scientist,,conservation_scientists
19-1031,land reclamation specialist,,land_reclamation_specialist
19-1031,range ecologist,,range_ecologist
19-1031,grassland conservationist,,grassland_conservationist
19-1032,service forester,,service_forester
19-1032,scientist,,scientist
19-1032,urban forester,,urban_forester
19-1032,ecologist,,ecologist
19-1032,specialist,,specialist
19-1032,forest ecologist,,forest_ecologist
19-1032,timber management specialist,,timber_management_specialist
19-1032,forestry scientist,,forestry_scientist
19-1032,forester,,foresters
19-1032,forester,,forester
19-1041,investigator,,investigator
19-1041,specialist,,specialist
19-1041,communicable disease specialist,,communicable_disease_specialist
19-1041,clinical epidemiologist,,clinical_epidemiologist
19-1041,medical epidemiologist,,medical_epidemiologist
19-1041,epidemiology investigator,,epidemiology_investigator
19-1041,malariologist,,malariologist
19-1041,epidemiologist,,epidemiologist
19-1041,environmental epidemiologist,,environmental_epidemiologist
19-1041,epidemiologist,,epidemiologists
19-1042,pharmacist,,pharmacist
19-1042,"medical scientist , except epidemiologist",,"medical_scientists,_except_epidemiologists"
19-1042,gerontologist,,gerontologist
19-1042,histopathologist,,histopathologist
19-1042,scientist,,scientist
19-1042,neuroscientist,,neuroscientist
19-1042,serologist,,serologist
19-1042,clinical pharmacologist,,clinical_pharmacologist
19-1042,immunochemist,,immunochemist
19-1042,medical health researcher,,medical_health_researcher
19-1042,toxicologist,,toxicologist
19-1042,industrial pharmacist,,industrial_pharmacist
19-1042,pharmacologist,,pharmacologist
19-1042,researcher,,researcher
19-1042,medical scientist,,medical_scientist
19-1042,cancer researcher,,cancer_researcher
19-1099,life science taxonomist,,life_science_taxonomist
19-1099,"life scientist , all other",,"life_scientists,_all_other"
19-2011,extragalactic astronomer,,extragalactic_astronomer
19-2011,astronomer,,astronomers
19-2011,optical astronomer,,optical_astronomer
19-2011,theoretical astronomer,,theoretical_astronomer
19-2011,radio astronomer,,radio_astronomer
19-2011,astronomer,,astronomer
19-2011,solar astronomer,,solar_astronomer
19-2011,high - energy astrophysicist,,high-energy_astrophysicist
19-2011,astrophysicist,,astrophysicist
19-2011,planetary astronomer,,planetary_astronomer
19-2011,cosmologist,,cosmologist
19-2012,plasma physicist,,plasma_physicist
19-2012,computational physicist,,computational_physicist
19-2012,optical scientist,,optical_scientist
19-2012,condensed matter physicist,,condensed_matter_physicist
19-2012,scientist,,scientist
19-2012,physicist,,physicists
19-2012,thermodynamic physicist,,thermodynamic_physicist
19-2012,mathematical physicist,,mathematical_physicist
19-2012,rheologist,,rheologist
19-2012,fluid dynamicist,,fluid_dynamicist
19-2012,physicist,,physicist
19-2012,molecular physicist,,molecular_physicist
19-2012,medical physicist,,medical_physicist
19-2012,thermodynamicist,,thermodynamicist
19-2012,research physicist,,research_physicist
19-2012,nuclear physicist,,nuclear_physicist
19-2021,climatologist,,climatologist
19-2021,weather forecaster,,weather_forecaster
19-2021,meteorologist,,meteorologist
19-2021,atmospheric chemist,,atmospheric_chemist
19-2021,scientist,,scientist
19-2021,weather analyst,,weather_analyst
19-2021,tracker,,tracker
19-2021,warning coordination meteorologist,,warning_coordination_meteorologist
19-2021,tornado chaser,,tornado_chaser
19-2021,chemist,,chemist
19-2021,atmospheric and space scientist,,atmospheric_and_space_scientists
19-2021,forecaster,,forecaster
19-2021,oceanographic meteorologist,,oceanographic_meteorologist
19-2021,atmospheric scientist,,atmospheric_scientist
19-2021,space scientist,,space_scientist
19-2021,analyst,,analyst
19-2031,chemist,,chemist
19-2031,organic chemist,,organic_chemist
19-2031,research and development chemist,,research_and_development_chemist
19-2031,industrial chemist,,industrial_chemist
19-2031,laboratory chemist,,laboratory_chemist
19-2031,agricultural chemist,,agricultural_chemist
19-2031,food chemist,,food_chemist
19-2031,formulary chemist,,formulary_chemist
19-2031,analytical chemist,,analytical_chemist
19-2031,inorganic chemist,,inorganic_chemist
19-2031,bench chemist,,bench_chemist
19-2031,chemist,,chemists
19-2032,scientist,,scientist
19-2032,material scientist,,materials_scientists
19-2032,scientist,,scientists
19-2032,plastic scientist,,plastics_scientist
19-2041,"environmental scientist and specialist , including health",,"environmental_scientists_and_specialists,_including_health"
19-2041,environmentalist,,environmentalist
19-2041,scientist,,scientist
19-2041,health environmentalist,,health_environmentalist
19-2041,water pollution scientist,,water_pollution_scientist
19-2041,hazardou substance scientist,,hazardous_substances_scientist
19-2041,analyst,,analyst
19-2041,modeler,,modeler
19-2041,environmental scientist,,environmental_scientist
19-2041,water quality analyst,,water_quality_analyst
19-2042,crystallographer,,crystallographer
19-2042,geodesist,,geodesist
19-2042,research geologist,,research_geologist
19-2042,mineralogist,,mineralogist
19-2042,development geologist,,development_geologist
19-2042,geologist,,geologist
19-2042,environmental geologist,,environmental_geologist
19-2042,stratigrapher,,stratigrapher
19-2042,sedimentationist,,sedimentationist
19-2042,petrologist,,petrologist
19-2042,oceanologist,,oceanologist
19-2042,petroleum geologist,,petroleum_geologist
19-2042,geoscientist,,geoscientist
19-2042,geochemist,,geochemist
19-2042,paleontologist,,paleontologist
19-2042,geomagnetist,,geomagnetist
19-2042,exploration geologist,,exploration_geologist
19-2042,oceanographer,,oceanographer
19-2042,seismologist,,seismologist
19-2042,mine geologist,,mine_geologist
19-2042,volcanologist,,volcanologist
19-2042,mining production geologist,,mining_production_geologist
19-2043,hydrologist,,hydrologist
19-2043,isotope hydrologist,,isotope_hydrologist
19-2043,surface hydrologist,,surface_hydrologist
19-2043,hydrologist,,hydrologists
19-2043,hydrogeologist,,hydrogeologist
19-3011,industrial economist,,industrial_economist
19-3011,agricultural economist,,agricultural_economist
19-3011,economic development specialist,,economic_development_specialist
19-3011,environmental economist,,environmental_economist
19-3011,tax economist,,tax_economist
19-3011,analyst,,analyst
19-3011,economist,,economists
19-3011,labor economist,,labor_economist
19-3011,price economist,,price_economist
19-3011,specialist,,specialist
19-3011,economist,,economist
19-3011,economic research analyst,,economic_research_analyst
19-3011,social economist,,social_economist
19-3022,survey researcher,,survey_researchers
19-3022,pollster,,pollster
19-3022,researcher,,researchers
19-3022,survey questionnaire designer,,survey_questionnaire_designer
19-3022,designer,,designer
19-3032,management psychologist,,management_psychologist
19-3032,consultant,,consultant
19-3032,human resource psychologist,,human_resources_psychologist
19-3032,organizational psychologist,,organizational_psychologist
19-3032,industrial psychologist,,industrial_psychologist
19-3032,organizational research consultant,,organizational_research_consultant
19-3032,i / o psychologist,,i/o_psychologist
19-3032,psychologist,,psychologists
19-3032,personnel research psychologist,,personnel_research_psychologist
19-3032,industrial - organizational psychologist,,industrial-organizational_psychologists
19-3032,psychologist,,psychologist
19-3032,engineering psychologist,,engineering_psychologist
19-3033,geropsychologist,,geropsychologists
19-3033,eating disorder psychologist,,eating_disorder_psychologists
19-3033,psychologist,,psychologists
19-3033,clinical and counseling psychologist,,clinical_and_counseling_psychologists
19-3034,educational psychologist,,educational_psychologists
19-3034,psychologist,,psychologists
19-3034,school psychologist,,school_psychologists
19-3039,rehabilitation psychologist,,rehabilitation_psychologist
19-3039,psychologist,,psychologist
19-3039,experimental psychologist,,experimental_psychologist
19-3039,social psychologist,,social_psychologist
19-3039,forensic psychologist,,forensic_psychologist
19-3039,"psychologist , all other",,"psychologists,_all_other"
19-3039,developmental psychologist,,developmental_psychologist
19-3039,sport psychologist,,sports_psychologist
19-3039,neuropsychologist,,neuropsychologist
19-3041,family sociologist,,family_sociologist
19-3041,penologist,,penologist
19-3041,sociologist,,sociologist
19-3041,urban sociologist,,urban_sociologist
19-3041,sociologist,,sociologists
19-3041,rural sociologist,,rural_sociologist
19-3051,planner,,planner
19-3051,community development planner,,community_development_planner
19-3051,urban and regional planner,,urban_and_regional_planners
19-3051,regional planner,,regional_planner
19-3051,urban planner,,urban_planner
19-3051,city planner,,city_planner
19-3091,medical anthropologist,,medical_anthropologist
19-3091,research anthropologist,,research_anthropologist
19-3091,archaeologist,,archaeologist
19-3091,anthropologist and archeologist,,anthropologists_and_archeologists
19-3091,physical anthropologist,,physical_anthropologist
19-3091,anthropologist,,anthropologist
19-3091,research archaeologist,,research_archaeologist
19-3091,applied anthropologist,,applied_anthropologist
19-3091,political anthropologist,,political_anthropologist
19-3091,ethnoarchaeologist,,ethnoarchaeologist
19-3092,geomorphologist,,geomorphologist
19-3092,geographer,,geographer
19-3092,political geographer,,political_geographer
19-3092,gi geographer,,gis_geographer
19-3092,geographer,,geographers
19-3092,economic geographer,,economic_geographer
19-3092,physical geographer,,physical_geographer
19-3092,glaciologist,,glaciologist
19-3093,historian,,historians
19-3093,genealogist,,genealogist
19-3093,protohistorian,,protohistorian
19-3094,scientist,,scientist
19-3094,political research scientist,,political_research_scientist
19-3094,political researcher,,political_researcher
19-3094,researcher,,researcher
19-3094,scientist,,scientists
19-3094,specialist,,specialist
19-3094,political consultant,,political_consultant
19-3094,consultant,,consultant
19-3094,government affair researcher,,government_affairs_researcher
19-3094,political scientist,,political_scientists
19-3094,local governance and citizen participation specialist,,local_governance_and_citizen_participation_specialist
19-3099,social scientist,,social_scientist
19-3099,scientist,,scientist
19-3099,philologist,,philologist
19-3099,demographer,,demographer
19-3099,"social scientist and related worker , all other",,"social_scientists_and_related_workers,_all_other"
19-3099,etymologist,,etymologist
19-4012,analyst,,analyst
19-4012,seed analyst,,seed_analyst
19-4012,sugarcane research technician,,sugarcane_research_technician
19-4012,weed science research technician,,weed_science_research_technician
19-4012,technician,,technician
19-4012,technician,,technicians
19-4012,artificial breeding technician,,artificial_breeding_technician
19-4012,feed mill lab technician,,feed_mill_lab_technician
19-4012,agronomy technician,,agronomy_technician
19-4012,feed research technician,,feed_research_technician
19-4012,agricultural technician,,agricultural_technicians
19-4012,cotton program technician,,cotton_program_technician
19-4013,food science technician,,food_science_technicians
19-4013,food quality control technician,,food_quality_control_technician
19-4013,technician,,technician
19-4013,flavor technician,,flavor_technician
19-4013,technician,,technicians
19-4021,technician,,technicians
19-4021,biological technician,,biological_technicians
19-4021,bacteriology technician,,bacteriology_technician
19-4021,wildlife technician,,wildlife_technician
19-4021,marine fishery technician,,marine_fisheries_technician
19-4021,biology laboratory assistant,,biology_laboratory_assistant
19-4021,biochemistry technician,,biochemistry_technician
19-4021,assistant,,assistant
19-4021,technician,,technician
19-4021,microbiology technician,,microbiology_technician
19-4031,chemical laboratory technician,,chemical_laboratory_technician
19-4031,inorganic chemical technician,,inorganic_chemical_technician
19-4031,technician,,technician
19-4031,technician,,technicians
19-4042,inspector,,inspector
19-4042,radon inspector,,radon_inspector
19-4042,environmentalist,,environmentalist
19-4042,public health sanitarian technician,,public_health_sanitarian_technician
19-4042,air quality technician,,air_quality_technician
19-4042,infectiou waste technician,,infectious_waste_technician
19-4042,pollution control technician,,pollution_control_technician
19-4042,technician,,technician
19-4042,environmental science technician,,environmental_science_technician
19-4042,"environmental science and protection technician , including health",,"environmental_science_and_protection_technicians,_including_health"
19-4043,technologist,,technologist
19-4043,seismograph operator,,seismograph_operator
19-4043,geological sample tester,,geological_sample_tester
19-4043,"geological technician , except hydrologic technician",,"geological_technicians,_except_hydrologic_technicians"
19-4043,magnetometer operator,,magnetometer_operator
19-4043,mud logger,,mud_logger
19-4043,seismic observer,,seismic_observer
19-4043,prospector,,prospector
19-4043,technician,,technician
19-4043,petroleum technician,,petroleum_technician
19-4043,operator,,operator
19-4043,interpreter,,interpreter
19-4043,geophysical prospector,,geophysical_prospector
19-4043,tester,,tester
19-4043,mining technician,,mining_technician
19-4043,mineral technologist,,mineral_technologist
19-4044,technician,,technicians
19-4044,hydrologic technician,,hydrologic_technicians
19-4044,groundwater monitoring technician,,groundwater_monitoring_technician
19-4044,technician,,technician
19-4051,radiation protection technician,,radiation_protection_technician
19-4051,nuclear technician,,nuclear_technicians
19-4051,technician,,technicians
19-4051,technician,,technician
19-4051,nuclear monitoring technician,,nuclear_monitoring_technician
19-4051,radiochemical technician,,radiochemical_technician
19-4061,economist research assistant,,economist_research_assistant
19-4061,sociology research assistant,,sociology_research_assistant
19-4061,aide,,aide
19-4061,social science research assistant,,social_science_research_assistants
19-4061,psychologist research assistant,,psychologist_research_assistant
19-4061,city planning aide,,city_planning_aide
19-4061,assistant,,assistant
19-4061,historian research assistant,,historian_research_assistant
19-4061,political science research assistant,,political_science_research_assistant
19-4061,economic research assistant,,economic_research_assistant
19-4061,assistant,,assistants
19-4071,timber management technician,,timber_management_technician
19-4071,forest technician,,forest_technician
19-4071,forestry technician,,forestry_technician
19-4071,forest and conservation technician,,forest_and_conservation_technicians
19-4071,aide,,aide
19-4071,technician,,technician
19-4071,natural resource technician,,natural_resources_technician
19-4092,forensic science technician,,forensic_science_technicians
19-4092,geneticist,,geneticist
19-4092,crime lab technician,,crime_lab_technician
19-4092,wildlife forensic geneticist,,wildlife_forensic_geneticist
19-4092,criminalist technician,,criminalist_technician
19-4092,forensic analyst,,forensic_analyst
19-4092,technician,,technicians
19-4092,ballistic technician,,ballistic_technician
19-4092,trace evidence technician,,trace_evidence_technician
19-4092,ballistician,,ballistician
19-4092,crime scene technician,,crime_scene_technician
19-4092,analyst,,analyst
19-4092,handwriting expert,,handwriting_expert
19-4092,ballistic expert,,ballistics_expert
19-4092,technician,,technician
19-4099,polygraph examiner,,polygraph_examiner
19-4099,aide,,aide
19-4099,"life , physical , and social science technician , all other",,"life,_physical,_and_social_science_technicians,_all_other"
19-5011,occupational safety and health inspector,,occupational_safety_and_health_inspector
19-5011,hygienist,,hygienist
19-5011,health and safety inspector,,health_and_safety_inspector
19-5011,industrial hygienist,,industrial_hygienist
19-5011,specialist,,specialist
